Formula,gfa,composition,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
B28Ni72Si0,1,B28 Ni72,B0.06684313199339104 Ni0.933156868006609 ,B0.28Ni0.72,0.147901852,0.484381928,-0.02912059,7.6608,1.23318213,-0.004929814,45.286328,4528.6328,-0.225363354,0.008588349,0.02016,10.84,19.3536,4.8236,9,0,1,8,0,110.904,0.518415092,25.81488,-0.091869223,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.286328,10.84,3.44,23,21.56,0.5,1.21,0.13,1.9464,2,0.28,5.76,0,0.248756219,0.034825871,0.71641791,0,-0.02912059,0.02912059,0.045961941,0.166741493,0.247603754
B30Ni66Si4,1,B30 Ni66 Si4,B0.07524296147833198 Ni0.8986942482204355 Si0.02606279030123261 ,B0.3Ni0.66Si0.04,0.15160168,0.508286734,-0.017189677,8.2104,1.23434173,-0.006353451,43.104364,4310.4364,-0.276440505,0.021800032,0.0402,11.06,23.904,4.8586,11,0,3,8,0,112.0522,0.535448214,28.246788,-0.108800512,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.104364,11.06,3.36,23,20.54,0.5,1.19,0.14,1.9486,2,0.38,5.28,0,0.261096606,0.049608355,0.689295039,0,-0.017189677,0.017189677,0.043445368,0.06607082,0.103688947
B30Ni70Si0,1,B30 Ni70,B0.07316482241293899 Ni0.926835177587061 ,B0.3Ni0.7,0.151952772,0.482176647,-0.022842173,7.98,1.233809851,-0.005078726,44.32868,4432.868,-0.219956861,0.008762095,0.021,10.9,20.16,4.851,9,0,1,8,0,113.465,0.517162841,26.8905,-0.093085319,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.32868,10.9,3.4,23,21.1,0.5,1.2,0.13,1.949,2,0.3,5.6,0,0.253164557,0.037974684,0.708860759,0,-0.022842173,0.022842173,0.01767767,0.157313403,0.230633191
B12Ni76Si12,0,B12 Ni76 Si12,B0.026328391256795296 Ni0.9052740476810713 Si0.0683975610621334 ,B0.12Ni0.76Si0.12,0.10649514,0.443889558,0.011639353,5.2416,1.229819015,-0.005964757,49.274564,4927.4564,-0.525936306,0.032994611,0.06336,10.84,24.1536,4.6272,11,0,3,8,0,86.1776,0.518099262,17.251872,-0.091944447,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.274564,10.84,3.64,23,23.56,0.5,1.26,0.14,1.9244,2,0.36,6.08,0,0.236966825,0.042654028,0.720379147,0,0.011639353,0.011639353,0.048989795,0.057510671,0.068059294
B14Ni78Si8,0,B14 Ni78 Si8,B0.03055111750147836 Ni0.9240959530437192 Si0.04535292945480242 ,B0.14Ni0.78Si0.08,0.112077702,0.479161862,0.012685908,5.3944,1.22991434,-0.005579641,49.541232,4954.1232,-0.444189057,0.027823411,0.04884,10.74,21.0944,4.647,11,0,3,8,0,90.1514,0.51640099,18.016772,-0.091027591,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.541232,10.74,3.64,23,23.66,0.5,1.26,0.14,1.9274,2,0.3,6.24,0,0.234192037,0.035128806,0.730679157,0,0.012685908,0.012685908,0.024944383,0.055130601,0.071192246
B10Ni75Si15,0,B10 Ni75 Si15,B0.02192279166301236 Ni0.8926485849092474 Si0.08542862342774031 ,B0.1Ni0.75Si0.15,0.100292075,0.416102135,0.009136394,4.98,1.229596973,-0.006074109,49.313975,4931.3975,-0.603878203,0.036053571,0.07275,10.9,26.04,4.6055,11,0,3,8,0,82.557,0.509668742,16.0278,-0.087823888,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.313975,10.9,3.65,23,23.6,0.5,1.2625,0.14,1.9215,2,0.4,6,0,0.238095238,0.047619048,0.714285714,0,0.009136394,0.009136394,0.030284646,0.051668853,0.065691494
B11Ni78Si11,0,B11 Ni78 Si11,B0.023755946103061785 Ni0.9145293536585197 Si0.06171470023841844 ,B0.11Ni0.78Si0.11,0.102593046,0.446967754,0.00674639,4.8994,1.229391268,-0.005648534,50.059467,5005.9467,-0.536660869,0.031670122,0.05874,10.77,22.6424,4.6116,11,0,3,8,0,85.2503,0.502734004,15.993923,-0.085568105,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.059467,10.77,3.67,23,23.93,0.5,1.2675,0.14,1.9232,2,0.33,6.24,0,0.233372229,0.038506418,0.728121354,0,0.00674639,0.00674639,0.024494897,0.04358136,0.05354696
B12.5Ni75Si12.5,0,B12.5 Ni75 Si12.5,B0.027645593262770708 Ni0.9005349349416926 Si0.07181947179553666 ,B0.125Ni0.75Si0.125,0.108347418,0.442654188,0.014084393,5.40625,1.230033635,-0.006115961,48.8821125,4888.21125,-0.520987812,0.033632055,0.065625,10.875,24.875,4.635,11,0,3,8,0,86.64125,0.525272085,17.86859375,-0.095055866,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8821125,10.875,3.625,23,23.375,0.5,1.25625,0.14,1.925,2,0.375,6,0,0.23880597,0.044776119,0.71641791,0,0.014084393,0.014084393,0.059273212,0.065930203,0.074307214
B14Ni72Si14,0,B14 Ni72 Si14,B0.031727233581187016 Ni0.8858497510877216 Si0.0824230153310913 ,B0.14Ni0.72Si0.14,0.113541999,0.440013247,0.021413743,5.8744,1.230680499,-0.006543405,47.704758,4770.4758,-0.507563911,0.035455717,0.07224,10.98,26.9024,4.6584,11,0,3,8,0,88.0322,0.544978686,19.669748,-0.104088704,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.704758,10.98,3.58,23,22.82,0.5,1.245,0.14,1.9268,2,0.42,5.76,0,0.244498778,0.051344743,0.704156479,0,0.021413743,0.021413743,0.081203958,0.091622738,0.09846566
B15Ni75Si10,0,B15 Ni75 Si10,B0.03347041552933164 Ni0.9085618753257209 Si0.05796770914494766 ,B0.15Ni0.75Si0.1,0.11579152,0.46683794,0.019028711,5.805,1.230472371,-0.006074109,48.45025,4845.025,-0.45303221,0.030780471,0.05775,10.85,23.64,4.6645,11,0,3,8,0,90.7255,0.53302048,19.505175,-0.09917368,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.45025,10.85,3.6,23,23.15,0.5,1.25,0.14,1.9285,2,0.35,6,0,0.239520958,0.041916168,0.718562874,0,0.019028711,0.019028711,0.062360956,0.075286284,0.090311151
B17Ni68Si15,0,B17 Ni68 Si15,B0.03998654807851155 Ni0.8683549943543833 Si0.09165845756710507 ,B0.17Ni0.68Si0.15,0.122341634,0.446632642,0.03314565,6.5858,1.231728203,-0.007050697,45.962207,4596.2207,-0.471067899,0.036815245,0.07786,11.11,28.8456,4.7014,11,0,3,8,0,91.5205,0.568105629,22.571155,-0.116790336,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.962207,11.11,3.51,23,21.99,0.5,1.2275,0.14,1.9306,2,0.47,5.44,0,0.252844501,0.059418458,0.687737042,0,0.03314565,0.03314565,0.100249688,0.118608549,0.130097156
B17.5Ni75Si7.5,0,B17.5 Ni75 Si7.5,B0.03940001108950191 Ni0.9167331993395239 Si0.04386678957097424 ,B0.175Ni0.75Si0.075,0.122733375,0.488005104,0.02396935,6.17625,1.230913195,-0.005944936,48.0183875,4801.83875,-0.394658826,0.027369589,0.049125,10.825,22.335,4.694,11,0,3,8,0,94.80975,0.534969924,20.93754375,-0.100455901,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0183875,10.825,3.575,23,22.925,0.5,1.24375,0.14,1.932,2,0.325,6,0,0.24024024,0.039039039,0.720720721,0,0.02396935,0.02396935,0.065616732,0.095486489,0.111326607
B20Ni75Si5,0,B20 Ni75 Si5,B0.045437232493862494 Ni0.9250528379620071 Si0.029509929544130405 ,B0.2Ni0.75Si0.05,0.129251701,0.504441544,0.028906309,6.52,1.231356125,-0.005715341,47.586525,4758.6525,-0.342113019,0.02315921,0.03975,10.8,20.96,4.7235,11,0,3,8,0,98.894,0.532501207,22.1657,-0.099123433,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.586525,10.8,3.55,23,22.7,0.5,1.2375,0.14,1.9355,2,0.3,6,0,0.240963855,0.036144578,0.722891566,0,0.028906309,0.028906309,0.084983659,0.115175053,0.128601519
B21Ni72Si7,0,B21 Ni72 Si7,B0.04882855115811854 Ni0.9088881486984677 Si0.04228330014341375 ,B0.21Ni0.72Si0.07,0.132066621,0.49461554,0.029735782,6.8754,1.231922922,-0.006238885,46.495543,4649.5543,-0.357701577,0.02686044,0.04914,10.91,23.4024,4.741,11,0,3,8,0,99.4681,0.544598676,23.542827,-0.107170558,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.495543,10.91,3.51,23,22.19,0.5,1.2275,0.14,1.9366,2,0.35,5.76,0,0.246609125,0.043156597,0.710234279,0,0.029735782,0.034947729,0.110855261,0.118664917,0.127046796
B22.5Ni70Si7.5,0,B22.5 Ni70 Si7.5,B0.05331537651535995 Ni0.9005159370503866 Si0.04616868643425344 ,B0.225Ni0.7Si0.075,0.135749867,0.493926087,-0.035775452,7.19625,1.232452338,-0.006481302,45.6242675,4562.42675,-0.351708968,0.027798525,0.052125,10.975,24.465,4.7625,11,0,3,8,0,101.21225,0.549963991,24.77904375,-0.111490557,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6242675,10.975,3.475,23,21.775,0.5,1.21875,0.14,1.9385,2,0.375,5.6,0,0.250783699,0.047021944,0.702194357,0,-0.035775452,0.035775452,0.093541435,0.108460632,0.123768526
B25.5Ni66Si8.5,0,B25.5 Ni66 Si8.5,B0.06282354520019744 Ni0.8827741275799911 Si0.05440232721981147 ,B0.255Ni0.66Si0.085,0.142383329,0.494413163,-0.024962197,7.76985,1.233520248,-0.006919155,43.8817165,4388.17165,-0.341298832,0.029583826,0.057885,11.105,26.3466,4.8055,11,0,3,8,0,104.70055,0.557577337,27.07331175,-0.119267123,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8817165,11.105,3.405,23,20.945,0.5,1.20125,0.14,1.9423,2,0.425,5.28,0,0.259571707,0.055158988,0.685269306,0,-0.024962197,0.024962197,0.053385391,0.076867795,0.096463896
B17Ni76Si7,0,B17 Ni76 Si7,B0.03796401876034415 Ni0.9214255510010888 Si0.04061043023856703 ,B0.17Ni0.76Si0.07,0.121185063,0.490775711,0.021528076,6.0226,1.230696529,-0.005786152,48.410839,4841.0839,-0.393995864,0.026512921,0.04666,10.79,21.5816,4.6862,11,0,3,8,0,94.3461,0.530222396,20.367187,-0.097759711,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.410839,10.79,3.59,23,23.11,0.5,1.2475,0.14,1.9314,2,0.31,6.08,0,0.238379023,0.036948749,0.724672229,0,0.021528076,0.021528076,0.054365021,0.088667188,0.104129621
B17Ni80Si3,0,B17 Ni80 Si3,B0.037027586596637 Ni0.9459972473139249 Si0.01697516608943802 ,B0.17Ni0.8Si0.03,0.120256134,0.518593004,0.015710754,5.6642,1.230184963,-0.004863226,49.635155,4963.5155,-0.336286948,0.018434405,0.02866,10.63,17.1816,4.6786,11,0,3,8,0,95.7589,0.511171155,19.095667,-0.086250259,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.635155,10.63,3.63,23,23.67,0.5,1.2575,0.14,1.9318,2,0.23,6.4,0,0.23174971,0.026651217,0.741599073,0,0.015710754,0.015710754,0.051854497,0.077545025,0.098553452
B21Ni67Si12,0,B21 Ni67 Si12,B0.05049043761626227 Ni0.8745568456707848 Si0.0749527167129529 ,B0.21Ni0.67Si0.12,0.132305461,0.471681992,-0.034126353,7.1874,1.232574939,-0.007070954,44.965148,4496.5148,-0.403945221,0.033882682,0.06939,11.11,27.7824,4.7505,11,0,3,8,0,97.7021,0.568022053,24.973287,-0.12080027,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.965148,11.11,3.46,23,21.49,0.5,1.215,0.14,1.9361,2,0.45,5.36,0,0.256081946,0.057618438,0.686299616,0,-0.034126353,0.034126353,0.06041523,0.104213492,0.120902648
B26Ni72Si2,0,B26 Ni72 Si2,B0.06159868537343833 Ni0.9260917020663081 Si0.012309612560253461 ,B0.26Ni0.72Si0.02,0.143600091,0.507650053,-0.03256939,7.4584,1.232820623,-0.005528831,45.631818,4563.1818,-0.268116717,0.016429667,0.02904,10.86,20.5664,4.8,11,0,3,8,0,107.6366,0.527700906,25.329092,-0.097952952,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.631818,10.86,3.46,23,21.74,0.5,1.215,0.14,1.9436,2,0.3,5.76,0,0.248138958,0.037220844,0.714640199,0,-0.03256939,0.03256939,0.064903775,0.107806634,0.134966057
B27Ni70Si3,0,B27 Ni70 Si3,B0.06508742017148783 Ni0.9161249999024458 Si0.018787579926066264 ,B0.27Ni0.7Si0.03,0.145750291,0.508061203,-0.028021594,7.6962,1.233264485,-0.005889548,44.846915,4484.6915,-0.277244594,0.01924014,0.03426,10.93,21.9576,4.8156,11,0,3,8,0,108.5639,0.532448386,26.266467,-0.102653869,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.846915,10.93,3.43,23,21.37,0.5,1.2075,0.14,1.9448,2,0.33,5.6,0,0.25220681,0.041614124,0.706179067,0,-0.028021594,0.028021594,0.053502336,0.089436136,0.12267497
B17Ni73Si10,0,B17 Ni73 Si10,B0.03869802711588638 Ni0.9021653940965373 Si0.059136578787576215 ,B0.17Ni0.73Si0.1,0.121729307,0.471668862,0.025887333,6.2578,1.231082065,-0.006328866,47.492602,4749.2602,-0.427105952,0.030972396,0.05911,10.91,24.5456,4.6919,11,0,3,8,0,93.2865,0.544453103,21.246655,-0.105476487,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.492602,10.91,3.56,23,22.69,0.5,1.24,0.14,1.9311,2,0.37,5.84,0,0.243605359,0.045066991,0.711327649,0,0.025887333,0.025887333,0.085764536,0.099740824,0.112551648
B17Ni70Ta13,0,B17 Ni70 Ta13,B0.027659405808895712 Ni0.6183229489750023 Ta0.35401764521610196 ,B0.17Ni0.7Ta0.13,0.136283792,0.516493733,-0.006668742,7.5107,1.340566736,-0.006785337,66.4464744,6644.64744,-0.365328021,0.077958634,0.144175,9.86,26.7536,5.1487,12,0,1,11,0,95.9891,0.505486049,18.789433,-0.085315899,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4464744,9.86,3.92,68,29.94,0.6,1.278,0.54,1.8788,2,0.17,5.99,1.82,0.200400802,0.017034068,0.600200401,0.182364729,-0.006668742,0.013161628,0.042426407,0.052548239,0.063878415
B17Ni71Ta12,0,B17 Ni71 Ta12,B0.02817784839507738 Ni0.6389114279922196 Ta0.3329107236127031 ,B0.17Ni0.71Ta0.12,0.135216096,0.518665135,-0.005286616,7.3682,1.340789892,-0.006641493,65.2239296,6522.39296,-0.363252751,0.075169122,0.13555,9.91,25.8768,5.1121,12,0,1,11,0,96.0529,0.504819443,18.741583,-0.084761224,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2239296,9.91,3.9,68,29.49,0.6,1.277,0.54,1.8829,2,0.17,6.04,1.68,0.202224469,0.01718908,0.610717897,0.169868554,-0.005286616,0.012584429,0.037416574,0.052423735,0.062028597
B17Ni73Ta10,0,B17 Ni73 Ta10,B0.02927530996112703 Ni0.6824940059421295 Ta0.2882306840967434 ,B0.17Ni0.73Ta0.1,0.13297828,0.523493884,-0.002520628,7.0718,1.341237287,-0.006328866,62.77884,6277.884,-0.357902311,0.0691155,0.11761,10.01,24.0536,5.0389,12,0,1,11,0,96.1805,0.503485611,18.642055,-0.083596757,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.77884,10.01,3.86,68,28.59,0.6,1.275,0.54,1.8911,2,0.17,6.14,1.4,0.205973223,0.017507724,0.632337796,0.144181256,-0.002520628,0.011242249,0.042426407,0.050879762,0.059851297
